region,district,Monthly,admissions
Banadir,Banadir,2020 Aug,4207
Banadir,Banadir,2020 Sep,5743
Banadir,Banadir,2020 Oct,4452
Banadir,Banadir,2020 Nov,5388
Banadir,Banadir,2020 Dec,4598
Banadir,Banadir,2019 Jan,5496
Banadir,Banadir,2019 Feb,4871
Banadir,Banadir,2019 Mar,5270
Banadir,Banadir,2019 Apr,4855
Banadir,Banadir,2019 May,5448
Banadir,Banadir,2019 Jun,5739
Banadir,Banadir,2019 Jul,7377
Banadir,Banadir,2019 Aug,5619
Banadir,Banadir,2019 Sep,5251
Banadir,Banadir,2019 Oct,5025
Banadir,Banadir,2019 Nov,5753
Banadir,Banadir,2019 Dec,5825
Bari,Bandarbayla,2024 Jan,27
Bari,Bandarbayla,2024 Feb,31
Bari,Bandarbayla,2024 Mar,59
Bari,Bandarbayla,2024 Apr,40
Bari,Bandarbayla,2024 May,27
Bari,Bandarbayla,2024 Jun,18
Bari,Bandarbayla,2024 Jul,10
Bari,Bandarbayla,2024 Aug,4
Bari,Bandarbayla,2024 Sep,34
Bari,Bandarbayla,2024 Oct,29
Bari,Bandarbayla,2024 Nov,34
Bari,Bandarbayla,2024 Dec,34
Bari,Bandarbayla,2023 Jan,83
Bari,Bandarbayla,2023 Feb,129
Bari,Bandarbayla,2023 Mar,83
Bari,Bandarbayla,2023 Apr,99
Bari,Bandarbayla,2023 May,23
Bari,Bandarbayla,2023 Jun,42
Bari,Bandarbayla,2023 Jul,26
Bari,Bandarbayla,2023 Aug,18
Bari,Bandarbayla,2023 Sep,21
Bari,Bandarbayla,2023 Oct,26
Bari,Bandarbayla,2023 Nov,36
Bari,Bandarbayla,2023 Dec,42
Bari,Bandarbayla,2022 Jan,27
Bari,Bandarbayla,2022 Feb,9
Bari,Bandarbayla,2022 Mar,16
Bari,Bandarbayla,2022 Apr,21
Bari,Bandarbayla,2022 May,37
Bari,Bandarbayla,2022 Jun,3
Bari,Bandarbayla,2022 Jul,13
Bari,Bandarbayla,2022 Aug,125
Bari,Bandarbayla,2022 Sep,44
Bari,Bandarbayla,2022 Oct,34
Bari,Bandarbayla,2022 Nov,61
Bari,Bandarbayla,2022 Dec,49
Bari,Bandarbayla,2021 Jan,24
Bari,Bandarbayla,2021 Feb,23
Bari,Bandarbayla,2021 Mar,28
Bari,Bandarbayla,2021 Apr,37
Bari,Bandarbayla,2021 May,27
Bari,Bandarbayla,2021 Jun,14
Bari,Bandarbayla,2021 Jul,8
Bari,Bandarbayla,2021 Aug,56
Bari,Bandarbayla,2021 Sep,37
Bari,Bandarbayla,2021 Oct,43
Bari,Bandarbayla,2021 Nov,36
Bari,Bandarbayla,2021 Dec,23
Bari,Bandarbayla,2020 Jan,18
Bari,Bandarbayla,2020 Feb,23
Bari,Bandarbayla,2020 Mar,17
Bari,Bandarbayla,2020 Apr,16
Bari,Bandarbayla,2020 May,34
Bari,Bandarbayla,2020 Jun,25
Bari,Bandarbayla,2020 Jul,29
Bari,Bandarbayla,2020 Aug,35
Bari,Bandarbayla,2020 Sep,45
Bari,Bandarbayla,2020 Oct,28
Bari,Bandarbayla,2020 Nov,37
Bari,Bandarbayla,2020 Dec,31
Bari,Bandarbayla,2019 Jan,28
Bari,Bandarbayla,2019 Feb,20
Bari,Bandarbayla,2019 Mar,21
Bari,Bandarbayla,2019 Apr,36
Bari,Bandarbayla,2019 May,49
Bari,Bandarbayla,2019 Jun,0
Bari,Bandarbayla,2019 Jul,0
Bari,Bandarbayla,2019 Aug,0
Bari,Bandarbayla,2019 Sep,0
Bari,Bandarbayla,2019 Oct,0
Bari,Bandarbayla,2019 Nov,0
Bari,Bandarbayla,2019 Dec,0
Bari,Bossaso,2024 Jan,785
Bari,Bossaso,2024 Feb,729
Bari,Bossaso,2024 Mar,641
Bari,Bossaso,2024 Apr,803
Bari,Bossaso,2024 May,920
Bari,Bossaso,2024 Jun,781
Bari,Bossaso,2024 Jul,844
Bari,Bossaso,2024 Aug,795
Bari,Bossaso,2024 Sep,845
Bari,Bossaso,2024 Oct,990
Bari,Bossaso,2024 Nov,824
Bari,Bossaso,2024 Dec,824
Bari,Bossaso,2023 Jan,783
Bari,Bossaso,2023 Feb,834
Bari,Bossaso,2023 Mar,662
Bari,Bossaso,2023 Apr,792
Bari,Bossaso,2023 May,929
Bari,Bossaso,2023 Jun,665
Bari,Bossaso,2023 Jul,764
Bari,Bossaso,2023 Aug,722
Bari,Bossaso,2023 Sep,467
Bari,Bossaso,2023 Oct,968
Bari,Bossaso,2023 Nov,918
Bari,Bossaso,2023 Dec,895
Bari,Bossaso,2022 Jan,808
Bari,Bossaso,2022 Feb,725
Bari,Bossaso,2022 Mar,1090
Bari,Bossaso,2022 Apr,728
Bari,Bossaso,2022 May,794
Bari,Bossaso,2022 Jun,846
Bari,Bossaso,2022 Jul,750
Bari,Bossaso,2022 Aug,891
Bari,Bossaso,2022 Sep,794
Bari,Bossaso,2022 Oct,894
Bari,Bossaso,2022 Nov,927
Bari,Bossaso,2022 Dec,841
Bari,Bossaso,2021 Jan,526
Bari,Bossaso,2021 Feb,364
Bari,Bossaso,2021 Mar,440
Bari,Bossaso,2021 Apr,441
Bari,Bossaso,2021 May,494
Bari,Bossaso,2021 Jun,376
Bari,Bossaso,2021 Jul,236
Bari,Bossaso,2021 Aug,662
Bari,Bossaso,2021 Sep,645
Bari,Bossaso,2021 Oct,699
Bari,Bossaso,2021 Nov,601
Bari,Bossaso,2021 Dec,615
Bari,Bossaso,2020 Jan,622
Bari,Bossaso,2020 Feb,441
Bari,Bossaso,2020 Mar,478
Bari,Bossaso,2020 Apr,491
Bari,Bossaso,2020 May,305
Bari,Bossaso,2020 Jun,687
Bari,Bossaso,2020 Jul,578
Bari,Bossaso,2020 Aug,522
Bari,Bossaso,2020 Sep,475
Bari,Bossaso,2020 Oct,528
Bari,Bossaso,2020 Nov,517
Bari,Bossaso,2020 Dec,619
Bari,Bossaso,2019 Jan,377
Bari,Bossaso,2019 Feb,291
Bari,Bossaso,2019 Mar,426
Bari,Bossaso,2019 Apr,383
Bari,Bossaso,2019 May,459
Bari,Bossaso,2019 Jun,525
Bari,Bossaso,2019 Jul,643
Bari,Bossaso,2019 Aug,411
Bari,Bossaso,2019 Sep,393
Bari,Bossaso,2019 Oct,448
Bari,Bossaso,2019 Nov,436
Bari,Bossaso,2019 Dec,595
Bari,Caluula,2024 Jan,52
Bari,Caluula,2024 Feb,50
Bari,Caluula,2024 Mar,60
Bari,Caluula,2024 Apr,49
Bari,Caluula,2024 May,63
Bari,Caluula,2024 Jun,62
Bari,Caluula,2024 Jul,46
Bari,Caluula,2024 Aug,65
Bari,Caluula,2024 Sep,58
Bari,Caluula,2024 Oct,40
Bari,Caluula,2024 Nov,52
Bari,Caluula,2024 Dec,52
Bari,Caluula,2023 Jan,83
Bari,Caluula,2023 Feb,62
Bari,Caluula,2023 Mar,63
Bari,Caluula,2023 Apr,76
Bari,Caluula,2023 May,46
Bari,Caluula,2023 Jun,32
Bari,Caluula,2023 Jul,40
Bari,Caluula,2023 Aug,55
Bari,Caluula,2023 Sep,51
Bari,Caluula,2023 Oct,72
Bari,Caluula,2023 Nov,51
Bari,Caluula,2023 Dec,62
Bari,Caluula,2022 Jan,48
Bari,Caluula,2022 Feb,57
Bari,Caluula,2022 Mar,38
Bari,Caluula,2022 Apr,31
Bari,Caluula,2022 May,37
Bari,Caluula,2022 Jun,35
Bari,Caluula,2022 Jul,44
Bari,Caluula,2022 Aug,109
Bari,Caluula,2022 Sep,179
Bari,Caluula,2022 Oct,168
Bari,Caluula,2022 Nov,80
Bari,Caluula,2022 Dec,49
Bari,Caluula,2021 Jan,36
Bari,Caluula,2021 Feb,38
Bari,Caluula,2021 Mar,56
Bari,Caluula,2021 Apr,46
Bari,Caluula,2021 May,52
Bari,Caluula,2021 Jun,48
Bari,Caluula,2021 Jul,57
Bari,Caluula,2021 Aug,56
Bari,Caluula,2021 Sep,59
Bari,Caluula,2021 Oct,63
Bari,Caluula,2021 Nov,55
Bari,Caluula,2021 Dec,54
Bari,Caluula,2020 Jan,34
Bari,Caluula,2020 Feb,47
Bari,Caluula,2020 Mar,29
Bari,Caluula,2020 Apr,23
Bari,Caluula,2020 May,37
Bari,Caluula,2020 Jun,39
Bari,Caluula,2020 Jul,37
Bari,Caluula,2020 Aug,41
Bari,Caluula,2020 Sep,53
Bari,Caluula,2020 Oct,37
Bari,Caluula,2020 Nov,44
Bari,Caluula,2020 Dec,64
Bari,Caluula,2019 Jan,58
Bari,Caluula,2019 Feb,27
Bari,Caluula,2019 Mar,0
Bari,Caluula,2019 Apr,15
Bari,Caluula,2019 May,50
Bari,Caluula,2019 Jun,31
Bari,Caluula,2019 Jul,32
Bari,Caluula,2019 Aug,34
Bari,Caluula,2019 Sep,31
Bari,Caluula,2019 Oct,32
Bari,Caluula,2019 Nov,0
Bari,Caluula,2019 Dec,34
Bari,Iskushuban,2024 Jan,69
Bari,Iskushuban,2024 Feb,52
Bari,Iskushuban,2024 Mar,55
Bari,Iskushuban,2024 Apr,49
Bari,Iskushuban,2024 May,49
Bari,Iskushuban,2024 Jun,48
Bari,Iskushuban,2024 Jul,49
Bari,Iskushuban,2024 Aug,47
Bari,Iskushuban,2024 Sep,64
Bari,Iskushuban,2024 Oct,50
Bari,Iskushuban,2024 Nov,57
Bari,Iskushuban,2024 Dec,57
Bari,Iskushuban,2023 Jan,188
Bari,Iskushuban,2023 Feb,209
Bari,Iskushuban,2023 Mar,113
Bari,Iskushuban,2023 Apr,71
Bari,Iskushuban,2023 May,61
Bari,Iskushuban,2023 Jun,56
Bari,Iskushuban,2023 Jul,66
Bari,Iskushuban,2023 Aug,67
Bari,Iskushuban,2023 Sep,65
Bari,Iskushuban,2023 Oct,86
Bari,Iskushuban,2023 Nov,51
Bari,Iskushuban,2023 Dec,46
Bari,Iskushuban,2022 Jan,58
Bari,Iskushuban,2022 Feb,58
Bari,Iskushuban,2022 Mar,67
Bari,Iskushuban,2022 Apr,143
Bari,Iskushuban,2022 May,232
Bari,Iskushuban,2022 Jun,95
Bari,Iskushuban,2022 Jul,82
Bari,Iskushuban,2022 Aug,110
Bari,Iskushuban,2022 Sep,240
Bari,Iskushuban,2022 Oct,227
Bari,Iskushuban,2022 Nov,265
Bari,Iskushuban,2022 Dec,251
Bari,Iskushuban,2021 Jan,89
Bari,Iskushuban,2021 Feb,82
Bari,Iskushuban,2021 Mar,105
Bari,Iskushuban,2021 Apr,108
Bari,Iskushuban,2021 May,97
Bari,Iskushuban,2021 Jun,74
Bari,Iskushuban,2021 Jul,34
Bari,Iskushuban,2021 Aug,58
Bari,Iskushuban,2021 Sep,36
Bari,Iskushuban,2021 Oct,40
Bari,Iskushuban,2021 Nov,40
Bari,Iskushuban,2021 Dec,61
Bari,Iskushuban,2020 Jan,129
Bari,Iskushuban,2020 Feb,106
Bari,Iskushuban,2020 Mar,41
Bari,Iskushuban,2020 Apr,70
Bari,Iskushuban,2020 May,76
Bari,Iskushuban,2020 Jun,73
Bari,Iskushuban,2020 Jul,97
Bari,Iskushuban,2020 Aug,110
Bari,Iskushuban,2020 Sep,132
Bari,Iskushuban,2020 Oct,120
Bari,Iskushuban,2020 Nov,87
Bari,Iskushuban,2020 Dec,96
Bari,Iskushuban,2019 Jan,141
Bari,Iskushuban,2019 Feb,46
Bari,Iskushuban,2019 Mar,145
Bari,Iskushuban,2019 Apr,236
Bari,Iskushuban,2019 May,183
Bari,Iskushuban,2019 Jun,67
Bari,Iskushuban,2019 Jul,44
Bari,Iskushuban,2019 Aug,21
Bari,Iskushuban,2019 Sep,25
Bari,Iskushuban,2019 Oct,44
Bari,Iskushuban,2019 Nov,25
Bari,Iskushuban,2019 Dec,66
Bari,Qandala,2024 Jan,24
Bari,Qandala,2024 Feb,23
Bari,Qandala,2024 Mar,19
Bari,Qandala,2024 Apr,19
Bari,Qandala,2024 May,22
Bari,Qandala,2024 Jun,12
Bari,Qandala,2024 Jul,15
Bari,Qandala,2024 Aug,16
Bari,Qandala,2024 Sep,26
Bari,Qandala,2024 Oct,21
Bari,Qandala,2024 Nov,18
Bari,Qandala,2024 Dec,18
Bari,Qandala,2023 Jan,170
Bari,Qandala,2023 Feb,144
Bari,Qandala,2023 Mar,160
Bari,Qandala,2023 Apr,63
Bari,Qandala,2023 May,29
Bari,Qandala,2023 Jun,45
Bari,Qandala,2023 Jul,16
Bari,Qandala,2023 Aug,57
Bari,Qandala,2023 Sep,56
Bari,Qandala,2023 Oct,20
Bari,Qandala,2023 Nov,17
Bari,Qandala,2023 Dec,18
Bari,Qandala,2022 Jan,46
Bari,Qandala,2022 Feb,32
Bari,Qandala,2022 Mar,27
Bari,Qandala,2022 Apr,137
Bari,Qandala,2022 May,164
Bari,Qandala,2022 Jun,268
Bari,Qandala,2022 Jul,176
Bari,Qandala,2022 Aug,132
Bari,Qandala,2022 Sep,151
Bari,Qandala,2022 Oct,127
Bari,Qandala,2022 Nov,137
Bari,Qandala,2022 Dec,190
Bari,Qandala,2021 Jan,25
Bari,Qandala,2021 Feb,26
Bari,Qandala,2021 Mar,23
Bari,Qandala,2021 Apr,40
Bari,Qandala,2021 May,30
Bari,Qandala,2021 Jun,43
Bari,Qandala,2021 Jul,19
Bari,Qandala,2021 Aug,48
Bari,Qandala,2021 Sep,43
Bari,Qandala,2021 Oct,72
Bari,Qandala,2021 Nov,53
Bari,Qandala,2021 Dec,68
Bari,Qandala,2020 Jan,25
Bari,Qandala,2020 Feb,43
Bari,Qandala,2020 Mar,38
Bari,Qandala,2020 Apr,66
Bari,Qandala,2020 May,39
Bari,Qandala,2020 Jun,30
Bari,Qandala,2020 Jul,33
Bari,Qandala,2020 Aug,46
Bari,Qandala,2020 Sep,41
Bari,Qandala,2020 Oct,44
Bari,Qandala,2020 Nov,41
Bari,Qandala,2020 Dec,31
Bari,Qandala,2019 Jan,52
Bari,Qandala,2019 Feb,22
Bari,Qandala,2019 Mar,0
Bari,Qandala,2019 Apr,90
Bari,Qandala,2019 May,156
Bari,Qandala,2019 Jun,159
Bari,Qandala,2019 Jul,52
Bari,Qandala,2019 Aug,89
Bari,Qandala,2019 Sep,67
Bari,Qandala,2019 Oct,72
Bari,Qandala,2019 Nov,0
Bari,Qandala,2019 Dec,14
Bari,Qardho,2024 Jan,110
Bari,Qardho,2024 Feb,92
Bari,Qardho,2024 Mar,109
Bari,Qardho,2024 Apr,123
Bari,Qardho,2024 May,121
Bari,Qardho,2024 Jun,130
Bari,Qardho,2024 Jul,46
Bari,Qardho,2024 Aug,58
Bari,Qardho,2024 Sep,57
Bari,Qardho,2024 Oct,107
Bari,Qardho,2024 Nov,95
Bari,Qardho,2024 Dec,95
Bari,Qardho,2023 Jan,151
Bari,Qardho,2023 Feb,137
Bari,Qardho,2023 Mar,156
Bari,Qardho,2023 Apr,80
Bari,Qardho,2023 May,110
Bari,Qardho,2023 Jun,162
Bari,Qardho,2023 Jul,113
Bari,Qardho,2023 Aug,123
Bari,Qardho,2023 Sep,99
Bari,Qardho,2023 Oct,107
Bari,Qardho,2023 Nov,101
Bari,Qardho,2023 Dec,117
Bari,Qardho,2022 Jan,57
Bari,Qardho,2022 Feb,50
Bari,Qardho,2022 Mar,65
Bari,Qardho,2022 Apr,80
Bari,Qardho,2022 May,118
Bari,Qardho,2022 Jun,142
Bari,Qardho,2022 Jul,85
Bari,Qardho,2022 Aug,162
Bari,Qardho,2022 Sep,194
Bari,Qardho,2022 Oct,248
Bari,Qardho,2022 Nov,300
Bari,Qardho,2022 Dec,160
Bari,Qardho,2021 Jan,104
Bari,Qardho,2021 Feb,109
Bari,Qardho,2021 Mar,80
Bari,Qardho,2021 Apr,84
Bari,Qardho,2021 May,88
Bari,Qardho,2021 Jun,111
Bari,Qardho,2021 Jul,69
Bari,Qardho,2021 Aug,62
Bari,Qardho,2021 Sep,64
Bari,Qardho,2021 Oct,71
Bari,Qardho,2021 Nov,76
Bari,Qardho,2021 Dec,87
Bari,Qardho,2020 Jan,147
Bari,Qardho,2020 Feb,39
Bari,Qardho,2020 Mar,34
Bari,Qardho,2020 Apr,43
Bari,Qardho,2020 May,63
Bari,Qardho,2020 Jun,45
Bari,Qardho,2020 Jul,36
Bari,Qardho,2020 Aug,56
Bari,Qardho,2020 Sep,107
Bari,Qardho,2020 Oct,67
Bari,Qardho,2020 Nov,80
Bari,Qardho,2020 Dec,80
Bari,Qardho,2019 Jan,174
Bari,Qardho,2019 Feb,56
Bari,Qardho,2019 Mar,197
Bari,Qardho,2019 Apr,200
Bari,Qardho,2019 May,140
Bari,Qardho,2019 Jun,153
Bari,Qardho,2019 Jul,0
Bari,Qardho,2019 Aug,48
Bari,Qardho,2019 Sep,0
Bari,Qardho,2019 Oct,0
Bari,Qardho,2019 Nov,0
Bari,Qardho,2019 Dec,0
Bay,Baidoa,2024 Jan,6893
Bay,Baidoa,2024 Feb,4399
Bay,Baidoa,2024 Mar,3718
Bay,Baidoa,2024 Apr,3987
Bay,Baidoa,2024 May,7069
Bay,Baidoa,2024 Jun,5769
Bay,Baidoa,2024 Jul,5289
Bay,Baidoa,2024 Aug,4773
Bay,Baidoa,2024 Sep,4841
Bay,Baidoa,2024 Oct,5693
Bay,Baidoa,2024 Nov,4875
Bay,Baidoa,2024 Dec,4875
Bay,Baidoa,2023 Jan,10742
Bay,Baidoa,2023 Feb,10155
Bay,Baidoa,2023 Mar,8682
Bay,Baidoa,2023 Apr,6984
Bay,Baidoa,2023 May,9408
Bay,Baidoa,2023 Jun,8949
Bay,Baidoa,2023 Jul,8678
Bay,Baidoa,2023 Aug,9025
Bay,Baidoa,2023 Sep,6820
Bay,Baidoa,2023 Oct,7383
Bay,Baidoa,2023 Nov,6589
Bay,Baidoa,2023 Dec,8062
Bay,Baidoa,2022 Jan,2007
Bay,Baidoa,2022 Feb,2674
Bay,Baidoa,2022 Mar,2897
Bay,Baidoa,2022 Apr,2779
Bay,Baidoa,2022 May,3992
Bay,Baidoa,2022 Jun,5749
Bay,Baidoa,2022 Jul,5337
Bay,Baidoa,2022 Aug,7204
Bay,Baidoa,2022 Sep,7327
Bay,Baidoa,2022 Oct,9368
Bay,Baidoa,2022 Nov,11093
Bay,Baidoa,2022 Dec,8777
Bay,Baidoa,2021 Jan,1590
Bay,Baidoa,2021 Feb,1392
Bay,Baidoa,2021 Mar,1562
Bay,Baidoa,2021 Apr,1741
Bay,Baidoa,2021 May,1816
Bay,Baidoa,2021 Jun,2175
Bay,Baidoa,2021 Jul,1287
Bay,Baidoa,2021 Aug,1605
Bay,Baidoa,2021 Sep,1695
Bay,Baidoa,2021 Oct,1190
Bay,Baidoa,2021 Nov,2206
Bay,Baidoa,2021 Dec,2323
Bay,Baidoa,2020 Jan,1775
Bay,Baidoa,2020 Feb,1515
Bay,Baidoa,2020 Mar,1391
Bay,Baidoa,2020 Apr,1312
Bay,Baidoa,2020 May,1265
Bay,Baidoa,2020 Jun,1881
Bay,Baidoa,2020 Jul,1368
Bay,Baidoa,2020 Aug,1145
Bay,Baidoa,2020 Sep,1049
Bay,Baidoa,2020 Oct,1343
Bay,Baidoa,2020 Nov,1076
Bay,Baidoa,2020 Dec,1432
Bay,Baidoa,2019 Jan,1948
Bay,Baidoa,2019 Feb,1284
Bay,Baidoa,2019 Mar,1424
Bay,Baidoa,2019 Apr,1531
Bay,Baidoa,2019 May,1804
Bay,Baidoa,2019 Jun,1948
Bay,Baidoa,2019 Jul,1794
Bay,Baidoa,2019 Aug,1094
Bay,Baidoa,2019 Sep,1587
Bay,Baidoa,2019 Oct,916
Bay,Baidoa,2019 Nov,896
Bay,Baidoa,2019 Dec,864
Bay,Buur_Hakaba,2024 Jan,814
Bay,Buur_Hakaba,2024 Feb,665
Bay,Buur_Hakaba,2024 Mar,741
Bay,Buur_Hakaba,2024 Apr,664
Bay,Buur_Hakaba,2024 May,1007
Bay,Buur_Hakaba,2024 Jun,638
Bay,Buur_Hakaba,2024 Jul,525
Bay,Buur_Hakaba,2024 Aug,535
Bay,Buur_Hakaba,2024 Sep,572
Bay,Buur_Hakaba,2024 Oct,531
Bay,Buur_Hakaba,2024 Nov,145
Bay,Buur_Hakaba,2024 Dec,145
Bay,Buur_Hakaba,2023 Jan,1694
Bay,Buur_Hakaba,2023 Feb,1390
Bay,Buur_Hakaba,2023 Mar,1168
Bay,Buur_Hakaba,2023 Apr,893
Bay,Buur_Hakaba,2023 May,878
Bay,Buur_Hakaba,2023 Jun,1149
Bay,Buur_Hakaba,2023 Jul,1485
Bay,Buur_Hakaba,2023 Aug,977
Bay,Buur_Hakaba,2023 Sep,928
Bay,Buur_Hakaba,2023 Oct,971
Bay,Buur_Hakaba,2023 Nov,1125
Bay,Buur_Hakaba,2023 Dec,624
Bay,Buur_Hakaba,2022 Jan,42
Bay,Buur_Hakaba,2022 Feb,322
Bay,Buur_Hakaba,2022 Mar,341
Bay,Buur_Hakaba,2022 Apr,352
Bay,Buur_Hakaba,2022 May,515
Bay,Buur_Hakaba,2022 Jun,510
Bay,Buur_Hakaba,2022 Jul,379
Bay,Buur_Hakaba,2022 Aug,387
Bay,Buur_Hakaba,2022 Sep,551
Bay,Buur_Hakaba,2022 Oct,225
Bay,Buur_Hakaba,2022 Nov,644
Bay,Buur_Hakaba,2022 Dec,829
Bay,Buur_Hakaba,2021 Jan,195
Bay,Buur_Hakaba,2021 Feb,155
Bay,Buur_Hakaba,2021 Mar,156
Bay,Buur_Hakaba,2021 Apr,178
Bay,Buur_Hakaba,2021 May,218
Bay,Buur_Hakaba,2021 Jun,260
Bay,Buur_Hakaba,2021 Jul,193
Bay,Buur_Hakaba,2021 Aug,241
Bay,Buur_Hakaba,2021 Sep,278
Bay,Buur_Hakaba,2021 Oct,282
Bay,Buur_Hakaba,2021 Nov,309
Bay,Buur_Hakaba,2021 Dec,120
Bay,Buur_Hakaba,2020 Jan,339
Bay,Buur_Hakaba,2020 Feb,443
Bay,Buur_Hakaba,2020 Mar,385
Bay,Buur_Hakaba,2020 Apr,166
Bay,Buur_Hakaba,2020 May,178
Bay,Buur_Hakaba,2020 Jun,201
Bay,Buur_Hakaba,2020 Jul,116
Bay,Buur_Hakaba,2020 Aug,164
Bay,Buur_Hakaba,2020 Sep,164
Bay,Buur_Hakaba,2020 Oct,147
Bay,Buur_Hakaba,2020 Nov,162
Bay,Buur_Hakaba,2020 Dec,160
Bay,Buur_Hakaba,2019 Jan,255
Bay,Buur_Hakaba,2019 Feb,138
Bay,Buur_Hakaba,2019 Mar,263
Bay,Buur_Hakaba,2019 Apr,252
Bay,Buur_Hakaba,2019 May,347
Bay,Buur_Hakaba,2019 Jun,434
Bay,Buur_Hakaba,2019 Jul,233
Bay,Buur_Hakaba,2019 Aug,169
Bay,Buur_Hakaba,2019 Sep,242
Bay,Buur_Hakaba,2019 Oct,0
Bay,Buur_Hakaba,2019 Nov,275
Bay,Buur_Hakaba,2019 Dec,323
Bay,Dinsoor,2024 Jan,275
Bay,Dinsoor,2024 Feb,186
Bay,Dinsoor,2024 Mar,133
Bay,Dinsoor,2024 Apr,106
Bay,Dinsoor,2024 May,460
Bay,Dinsoor,2024 Jun,354
Bay,Dinsoor,2024 Jul,220
Bay,Dinsoor,2024 Aug,313
Bay,Dinsoor,2024 Sep,274
Bay,Dinsoor,2024 Oct,190
Bay,Dinsoor,2024 Nov,252
Bay,Dinsoor,2024 Dec,252
Bay,Dinsoor,2023 Jan,422
Bay,Dinsoor,2023 Feb,276
Bay,Dinsoor,2023 Mar,413
Bay,Dinsoor,2023 Apr,270
Bay,Dinsoor,2023 May,519
Bay,Dinsoor,2023 Jun,345
Bay,Dinsoor,2023 Jul,400
Bay,Dinsoor,2023 Aug,640
Bay,Dinsoor,2023 Sep,186
Bay,Dinsoor,2023 Oct,237
Bay,Dinsoor,2023 Nov,250
Bay,Dinsoor,2023 Dec,287
Bay,Dinsoor,2022 Jan,165
Bay,Dinsoor,2022 Feb,189
Bay,Dinsoor,2022 Mar,126
Bay,Dinsoor,2022 Apr,317
Bay,Dinsoor,2022 May,451
Bay,Dinsoor,2022 Jun,710
Bay,Dinsoor,2022 Jul,521
Bay,Dinsoor,2022 Aug,651
Bay,Dinsoor,2022 Sep,319
Bay,Dinsoor,2022 Oct,466
Bay,Dinsoor,2022 Nov,455
Bay,Dinsoor,2022 Dec,394
Bay,Dinsoor,2021 Jan,83
Bay,Dinsoor,2021 Feb,24
Bay,Dinsoor,2021 Mar,13
Bay,Dinsoor,2021 Apr,48
Bay,Dinsoor,2021 May,82
Bay,Dinsoor,2021 Jun,472
Bay,Dinsoor,2021 Jul,242
Bay,Dinsoor,2021 Aug,435
Bay,Dinsoor,2021 Sep,227
Bay,Dinsoor,2021 Oct,239
Bay,Dinsoor,2021 Nov,204
Bay,Dinsoor,2021 Dec,44
Bay,Dinsoor,2020 Jan,479
Bay,Dinsoor,2020 Feb,776
Bay,Dinsoor,2020 Mar,419
Bay,Dinsoor,2020 Apr,504
Bay,Dinsoor,2020 May,842
Bay,Dinsoor,2020 Jun,557
Bay,Dinsoor,2020 Jul,0
Bay,Dinsoor,2020 Aug,0
Bay,Dinsoor,2020 Sep,0
Bay,Dinsoor,2020 Oct,0
Bay,Dinsoor,2020 Nov,0
Bay,Dinsoor,2020 Dec,0
Bay,Dinsoor,2019 Jan,60
Bay,Dinsoor,2019 Feb,27
Bay,Dinsoor,2019 Mar,20
Bay,Dinsoor,2019 Apr,45
Bay,Dinsoor,2019 May,10
Bay,Dinsoor,2019 Jun,187
Bay,Dinsoor,2019 Jul,0
Bay,Dinsoor,2019 Aug,0
Bay,Dinsoor,2019 Sep,137
Bay,Dinsoor,2019 Oct,0
Bay,Dinsoor,2019 Nov,573
Bay,Dinsoor,2019 Dec,444
Bay,Qensahdere,2024 Jan,554
Bay,Qensahdere,2024 Feb,761
Bay,Qensahdere,2024 Mar,643
Bay,Qensahdere,2024 Apr,674
Bay,Qensahdere,2024 May,722
Bay,Qensahdere,2024 Jun,268
Bay,Qensahdere,2024 Jul,336
Bay,Qensahdere,2024 Aug,274
Bay,Qensahdere,2024 Sep,391
Bay,Qensahdere,2024 Oct,291
Bay,Qensahdere,2024 Nov,267
Bay,Qensahdere,2024 Dec,267
Bay,Qensahdere,2023 Jan,538
Bay,Qensahdere,2023 Feb,839
Bay,Qensahdere,2023 Mar,773
Bay,Qensahdere,2023 Apr,715
Bay,Qensahdere,2023 May,905
Bay,Qensahdere,2023 Jun,921
Bay,Qensahdere,2023 Jul,1627
Bay,Qensahdere,2023 Aug,1135
Bay,Qensahdere,2023 Sep,399
Bay,Qensahdere,2023 Oct,276
Bay,Qensahdere,2023 Nov,335
Bay,Qensahdere,2023 Dec,452
Bay,Qensahdere,2022 Jan,769
Bay,Qensahdere,2022 Feb,1108
Bay,Qensahdere,2022 Mar,592
Bay,Qensahdere,2022 Apr,573
Bay,Qensahdere,2022 May,826
Bay,Qensahdere,2022 Jun,406
Bay,Qensahdere,2022 Jul,653
Bay,Qensahdere,2022 Aug,219
Bay,Qensahdere,2022 Sep,172
Bay,Qensahdere,2022 Oct,34
Bay,Qensahdere,2022 Nov,290
Bay,Qensahdere,2022 Dec,481
Bay,Qensahdere,2021 Jan,136
Bay,Qensahdere,2021 Feb,54
Bay,Qensahdere,2021 Mar,80
Bay,Qensahdere,2021 Apr,58
Bay,Qensahdere,2021 May,62
Bay,Qensahdere,2021 Jun,213
Bay,Qensahdere,2021 Jul,224
Bay,Qensahdere,2021 Aug,550
Bay,Qensahdere,2021 Sep,244
Bay,Qensahdere,2021 Oct,141
Bay,Qensahdere,2021 Nov,754
Bay,Qensahdere,2021 Dec,140
Bay,Qensahdere,2020 Jan,66
Bay,Qensahdere,2020 Feb,62
