region,district,Quarterly,admissions
Mudug,Hobyo,2021 Q3,85
Mudug,Hobyo,2021 Q3,193
Mudug,Hobyo,2021 Q3,186
Mudug,Hobyo,2021 Q4,75
Mudug,Hobyo,2021 Q4,298
Mudug,Hobyo,2021 Q4,175
Mudug,Hobyo,2020 Q1,268
Mudug,Hobyo,2020 Q1,161
Mudug,Hobyo,2020 Q1,316
Mudug,Hobyo,2020 Q2,152
Mudug,Hobyo,2020 Q2,17
Mudug,Hobyo,2020 Q2,19
Mudug,Hobyo,2020 Q3,82
Mudug,Hobyo,2020 Q3,131
Mudug,Hobyo,2020 Q3,141
Mudug,Hobyo,2020 Q4,139
Mudug,Hobyo,2020 Q4,118
Mudug,Hobyo,2020 Q4,117
Mudug,Hobyo,2019 Q1,171
Mudug,Hobyo,2019 Q1,229
Mudug,Hobyo,2019 Q1,157
Mudug,Hobyo,2019 Q2,150
Mudug,Hobyo,2019 Q2,200
Mudug,Hobyo,2019 Q2,155
Mudug,Hobyo,2019 Q3,255
Mudug,Hobyo,2019 Q3,173
Mudug,Hobyo,2019 Q3,735
Mudug,Hobyo,2019 Q4,295
Mudug,Hobyo,2019 Q4,185
Mudug,Hobyo,2019 Q4,204
Mudug,Jariiban,2024 Q1,197
Mudug,Jariiban,2024 Q1,195
Mudug,Jariiban,2024 Q1,264
Mudug,Jariiban,2024 Q2,228
Mudug,Jariiban,2024 Q2,162
Mudug,Jariiban,2024 Q2,98
Mudug,Jariiban,2024 Q3,83
Mudug,Jariiban,2024 Q3,68
Mudug,Jariiban,2024 Q3,81
Mudug,Jariiban,2024 Q4,106
Mudug,Jariiban,2024 Q4,125
Mudug,Jariiban,2024 Q4,125
Mudug,Jariiban,2023 Q1,391
Mudug,Jariiban,2023 Q1,386
Mudug,Jariiban,2023 Q1,290
Mudug,Jariiban,2023 Q2,296
Mudug,Jariiban,2023 Q2,400
Mudug,Jariiban,2023 Q2,196
Mudug,Jariiban,2023 Q3,278
Mudug,Jariiban,2023 Q3,301
Mudug,Jariiban,2023 Q3,245
Mudug,Jariiban,2023 Q4,347
Mudug,Jariiban,2023 Q4,185
Mudug,Jariiban,2023 Q4,258
Mudug,Jariiban,2022 Q1,78
Mudug,Jariiban,2022 Q1,69
Mudug,Jariiban,2022 Q1,149
Mudug,Jariiban,2022 Q2,126
Mudug,Jariiban,2022 Q2,97
Mudug,Jariiban,2022 Q2,117
Mudug,Jariiban,2022 Q3,122
Mudug,Jariiban,2022 Q3,199
Mudug,Jariiban,2022 Q3,183
Mudug,Jariiban,2022 Q4,228
Mudug,Jariiban,2022 Q4,348
Mudug,Jariiban,2022 Q4,331
Mudug,Jariiban,2021 Q1,122
Mudug,Jariiban,2021 Q1,125
Mudug,Jariiban,2021 Q1,28
Mudug,Jariiban,2021 Q2,25
Mudug,Jariiban,2021 Q2,17
Mudug,Jariiban,2021 Q2,24
Mudug,Jariiban,2021 Q3,28
Mudug,Jariiban,2021 Q3,37
Mudug,Jariiban,2021 Q3,43
Mudug,Jariiban,2021 Q4,41
Mudug,Jariiban,2021 Q4,71
Mudug,Jariiban,2021 Q4,75
Mudug,Jariiban,2020 Q1,55
Mudug,Jariiban,2020 Q1,38
Mudug,Jariiban,2020 Q1,30
Mudug,Jariiban,2020 Q2,43
Mudug,Jariiban,2020 Q2,22
Mudug,Jariiban,2020 Q2,27
Mudug,Jariiban,2020 Q3,32
Mudug,Jariiban,2020 Q3,33
Mudug,Jariiban,2020 Q3,43
Mudug,Jariiban,2020 Q4,39
Mudug,Jariiban,2020 Q4,43
Mudug,Jariiban,2020 Q4,44
Mudug,Jariiban,2019 Q1,163
Mudug,Jariiban,2019 Q1,197
Mudug,Jariiban,2019 Q1,127
Mudug,Jariiban,2019 Q2,139
Mudug,Jariiban,2019 Q2,214
Mudug,Jariiban,2019 Q2,127
Mudug,Jariiban,2019 Q3,102
Mudug,Jariiban,2019 Q3,41
Mudug,Jariiban,2019 Q3,227
Mudug,Jariiban,2019 Q4,42
Mudug,Jariiban,2019 Q4,43
Mudug,Jariiban,2019 Q4,47
Mudug,Xarardheere,2024 Q1,27
Mudug,Xarardheere,2024 Q1,16
Mudug,Xarardheere,2024 Q1,23
Mudug,Xarardheere,2024 Q2,35
Mudug,Xarardheere,2024 Q2,27
Mudug,Xarardheere,2024 Q2,23
Mudug,Xarardheere,2024 Q3,31
Mudug,Xarardheere,2024 Q3,15
Mudug,Xarardheere,2024 Q3,104
Mudug,Xarardheere,2024 Q4,70
Mudug,Xarardheere,2024 Q4,100
Mudug,Xarardheere,2024 Q4,100
Mudug,Xarardheere,2023 Q1,20
Mudug,Xarardheere,2023 Q1,55
Mudug,Xarardheere,2023 Q1,37
Mudug,Xarardheere,2023 Q2,39
Mudug,Xarardheere,2023 Q2,77
Mudug,Xarardheere,2023 Q2,55
Mudug,Xarardheere,2023 Q3,147
Mudug,Xarardheere,2023 Q3,44
Mudug,Xarardheere,2023 Q3,61
Mudug,Xarardheere,2023 Q4,47
Mudug,Xarardheere,2023 Q4,25
Mudug,Xarardheere,2023 Q4,29
Mudug,Xarardheere,2022 Q1,0
Mudug,Xarardheere,2022 Q1,0
Mudug,Xarardheere,2022 Q1,56
Mudug,Xarardheere,2022 Q2,19
Mudug,Xarardheere,2022 Q2,84
Mudug,Xarardheere,2022 Q2,107
Mudug,Xarardheere,2022 Q3,0
Mudug,Xarardheere,2022 Q3,0
Mudug,Xarardheere,2022 Q3,0
Mudug,Xarardheere,2022 Q4,75
Mudug,Xarardheere,2022 Q4,60
Mudug,Xarardheere,2022 Q4,41
Mudug,Xarardheere,2021 Q1,62
Mudug,Xarardheere,2021 Q1,86
Mudug,Xarardheere,2021 Q1,76
Mudug,Xarardheere,2021 Q2,62
Mudug,Xarardheere,2021 Q2,71
Mudug,Xarardheere,2021 Q2,57
Mudug,Xarardheere,2021 Q3,73
Mudug,Xarardheere,2021 Q3,63
Mudug,Xarardheere,2021 Q3,64
Mudug,Xarardheere,2021 Q4,0
Mudug,Xarardheere,2021 Q4,0
Mudug,Xarardheere,2021 Q4,0
Mudug,Xarardheere,2020 Q1,41
Mudug,Xarardheere,2020 Q1,36
Mudug,Xarardheere,2020 Q1,49
Mudug,Xarardheere,2020 Q2,27
Mudug,Xarardheere,2020 Q2,104
Mudug,Xarardheere,2020 Q2,38
Mudug,Xarardheere,2020 Q3,71
Mudug,Xarardheere,2020 Q3,96
Mudug,Xarardheere,2020 Q3,78
Mudug,Xarardheere,2020 Q4,68
Mudug,Xarardheere,2020 Q4,87
Mudug,Xarardheere,2020 Q4,64
Mudug,Xarardheere,2019 Q1,75
Mudug,Xarardheere,2019 Q1,90
Mudug,Xarardheere,2019 Q1,65
Mudug,Xarardheere,2019 Q2,71
Mudug,Xarardheere,2019 Q2,69
Mudug,Xarardheere,2019 Q2,72
Mudug,Xarardheere,2019 Q3,0
Mudug,Xarardheere,2019 Q3,0
Mudug,Xarardheere,2019 Q3,0
Mudug,Xarardheere,2019 Q4,61
Mudug,Xarardheere,2019 Q4,83
Mudug,Xarardheere,2019 Q4,67
Nugaal,Burtinle,2024 Q1,333
Nugaal,Burtinle,2024 Q1,326
Nugaal,Burtinle,2024 Q1,212
Nugaal,Burtinle,2024 Q2,200
Nugaal,Burtinle,2024 Q2,212
Nugaal,Burtinle,2024 Q2,193
Nugaal,Burtinle,2024 Q3,179
Nugaal,Burtinle,2024 Q3,201
Nugaal,Burtinle,2024 Q3,193
Nugaal,Burtinle,2024 Q4,261
Nugaal,Burtinle,2024 Q4,161
Nugaal,Burtinle,2024 Q4,161
Nugaal,Burtinle,2023 Q1,341
Nugaal,Burtinle,2023 Q1,310
Nugaal,Burtinle,2023 Q1,301
Nugaal,Burtinle,2023 Q2,261
Nugaal,Burtinle,2023 Q2,272
Nugaal,Burtinle,2023 Q2,306
Nugaal,Burtinle,2023 Q3,256
Nugaal,Burtinle,2023 Q3,231
Nugaal,Burtinle,2023 Q3,217
Nugaal,Burtinle,2023 Q4,215
Nugaal,Burtinle,2023 Q4,93
Nugaal,Burtinle,2023 Q4,250
Nugaal,Burtinle,2022 Q1,276
Nugaal,Burtinle,2022 Q1,429
Nugaal,Burtinle,2022 Q1,541
Nugaal,Burtinle,2022 Q2,206
Nugaal,Burtinle,2022 Q2,552
Nugaal,Burtinle,2022 Q2,423
Nugaal,Burtinle,2022 Q3,366
Nugaal,Burtinle,2022 Q3,341
Nugaal,Burtinle,2022 Q3,380
Nugaal,Burtinle,2022 Q4,345
Nugaal,Burtinle,2022 Q4,352
Nugaal,Burtinle,2022 Q4,343
Nugaal,Burtinle,2021 Q1,198
Nugaal,Burtinle,2021 Q1,280
Nugaal,Burtinle,2021 Q1,183
Nugaal,Burtinle,2021 Q2,143
Nugaal,Burtinle,2021 Q2,176
Nugaal,Burtinle,2021 Q2,117
Nugaal,Burtinle,2021 Q3,186
Nugaal,Burtinle,2021 Q3,212
Nugaal,Burtinle,2021 Q3,302
Nugaal,Burtinle,2021 Q4,261
Nugaal,Burtinle,2021 Q4,218
Nugaal,Burtinle,2021 Q4,204
Nugaal,Burtinle,2020 Q1,172
Nugaal,Burtinle,2020 Q1,144
Nugaal,Burtinle,2020 Q1,250
Nugaal,Burtinle,2020 Q2,131
Nugaal,Burtinle,2020 Q2,252
Nugaal,Burtinle,2020 Q2,267
Nugaal,Burtinle,2020 Q3,246
Nugaal,Burtinle,2020 Q3,187
Nugaal,Burtinle,2020 Q3,249
Nugaal,Burtinle,2020 Q4,185
Nugaal,Burtinle,2020 Q4,317
Nugaal,Burtinle,2020 Q4,119
Nugaal,Burtinle,2019 Q1,207
Nugaal,Burtinle,2019 Q1,147
Nugaal,Burtinle,2019 Q1,160
Nugaal,Burtinle,2019 Q2,140
Nugaal,Burtinle,2019 Q2,244
Nugaal,Burtinle,2019 Q2,146
Nugaal,Burtinle,2019 Q3,186
Nugaal,Burtinle,2019 Q3,256
Nugaal,Burtinle,2019 Q3,142
Nugaal,Burtinle,2019 Q4,180
Nugaal,Burtinle,2019 Q4,149
Nugaal,Burtinle,2019 Q4,103
Nugaal,Eyl,2024 Q1,97
Nugaal,Eyl,2024 Q1,85
Nugaal,Eyl,2024 Q1,123
Nugaal,Eyl,2024 Q2,105
Nugaal,Eyl,2024 Q2,92
Nugaal,Eyl,2024 Q2,48
Nugaal,Eyl,2024 Q3,110
Nugaal,Eyl,2024 Q3,35
Nugaal,Eyl,2024 Q3,76
Nugaal,Eyl,2024 Q4,51
Nugaal,Eyl,2024 Q4,62
Nugaal,Eyl,2024 Q4,62
Nugaal,Eyl,2023 Q1,151
Nugaal,Eyl,2023 Q1,158
Nugaal,Eyl,2023 Q1,174
Nugaal,Eyl,2023 Q2,185
Nugaal,Eyl,2023 Q2,169
Nugaal,Eyl,2023 Q2,158
Nugaal,Eyl,2023 Q3,150
Nugaal,Eyl,2023 Q3,126
Nugaal,Eyl,2023 Q3,55
Nugaal,Eyl,2023 Q4,45
Nugaal,Eyl,2023 Q4,24
Nugaal,Eyl,2023 Q4,68
Nugaal,Eyl,2022 Q1,122
Nugaal,Eyl,2022 Q1,98
Nugaal,Eyl,2022 Q1,157
Nugaal,Eyl,2022 Q2,143
Nugaal,Eyl,2022 Q2,177
Nugaal,Eyl,2022 Q2,176
Nugaal,Eyl,2022 Q3,122
Nugaal,Eyl,2022 Q3,212
Nugaal,Eyl,2022 Q3,231
Nugaal,Eyl,2022 Q4,225
Nugaal,Eyl,2022 Q4,203
Nugaal,Eyl,2022 Q4,215
Nugaal,Eyl,2021 Q1,152
Nugaal,Eyl,2021 Q1,161
Nugaal,Eyl,2021 Q1,160
Nugaal,Eyl,2021 Q2,26
Nugaal,Eyl,2021 Q2,56
Nugaal,Eyl,2021 Q2,124
Nugaal,Eyl,2021 Q3,193
Nugaal,Eyl,2021 Q3,163
Nugaal,Eyl,2021 Q3,215
Nugaal,Eyl,2021 Q4,153
Nugaal,Eyl,2021 Q4,81
Nugaal,Eyl,2021 Q4,61
Nugaal,Eyl,2020 Q1,83
Nugaal,Eyl,2020 Q1,83
Nugaal,Eyl,2020 Q1,191
Nugaal,Eyl,2020 Q2,192
Nugaal,Eyl,2020 Q2,153
Nugaal,Eyl,2020 Q2,218
Nugaal,Eyl,2020 Q3,271
Nugaal,Eyl,2020 Q3,162
Nugaal,Eyl,2020 Q3,230
Nugaal,Eyl,2020 Q4,180
Nugaal,Eyl,2020 Q4,176
Nugaal,Eyl,2020 Q4,198
Nugaal,Eyl,2019 Q1,119
Nugaal,Eyl,2019 Q1,67
Nugaal,Eyl,2019 Q1,68
Nugaal,Eyl,2019 Q2,106
Nugaal,Eyl,2019 Q2,76
Nugaal,Eyl,2019 Q2,125
Nugaal,Eyl,2019 Q3,93
Nugaal,Eyl,2019 Q3,186
Nugaal,Eyl,2019 Q3,143
Nugaal,Eyl,2019 Q4,187
Nugaal,Eyl,2019 Q4,169
Nugaal,Eyl,2019 Q4,191
Nugaal,Garowe,2024 Q1,265
Nugaal,Garowe,2024 Q1,585
Nugaal,Garowe,2024 Q1,414
Nugaal,Garowe,2024 Q2,348
Nugaal,Garowe,2024 Q2,420
Nugaal,Garowe,2024 Q2,427
Nugaal,Garowe,2024 Q3,417
Nugaal,Garowe,2024 Q3,298
Nugaal,Garowe,2024 Q3,137
Nugaal,Garowe,2024 Q4,221
Nugaal,Garowe,2024 Q4,282
Nugaal,Garowe,2024 Q4,282
Nugaal,Garowe,2023 Q1,302
Nugaal,Garowe,2023 Q1,445
Nugaal,Garowe,2023 Q1,265
Nugaal,Garowe,2023 Q2,224
Nugaal,Garowe,2023 Q2,214
Nugaal,Garowe,2023 Q2,241
Nugaal,Garowe,2023 Q3,257
Nugaal,Garowe,2023 Q3,263
Nugaal,Garowe,2023 Q3,235
Nugaal,Garowe,2023 Q4,304
Nugaal,Garowe,2023 Q4,281
Nugaal,Garowe,2023 Q4,353
Nugaal,Garowe,2022 Q1,167
Nugaal,Garowe,2022 Q1,169
Nugaal,Garowe,2022 Q1,294
Nugaal,Garowe,2022 Q2,189
Nugaal,Garowe,2022 Q2,223
Nugaal,Garowe,2022 Q2,291
Nugaal,Garowe,2022 Q3,187
Nugaal,Garowe,2022 Q3,279
Nugaal,Garowe,2022 Q3,246
Nugaal,Garowe,2022 Q4,279
Nugaal,Garowe,2022 Q4,370
Nugaal,Garowe,2022 Q4,404
Nugaal,Garowe,2021 Q1,285
Nugaal,Garowe,2021 Q1,215
Nugaal,Garowe,2021 Q1,248
Nugaal,Garowe,2021 Q2,188
Nugaal,Garowe,2021 Q2,172
Nugaal,Garowe,2021 Q2,127
Nugaal,Garowe,2021 Q3,101
Nugaal,Garowe,2021 Q3,119
Nugaal,Garowe,2021 Q3,118
Nugaal,Garowe,2021 Q4,172
Nugaal,Garowe,2021 Q4,213
Nugaal,Garowe,2021 Q4,203
Nugaal,Garowe,2020 Q1,181
Nugaal,Garowe,2020 Q1,136
Nugaal,Garowe,2020 Q1,163
Nugaal,Garowe,2020 Q2,148
Nugaal,Garowe,2020 Q2,210
Nugaal,Garowe,2020 Q2,179
Nugaal,Garowe,2020 Q3,164
Nugaal,Garowe,2020 Q3,187
Nugaal,Garowe,2020 Q3,307
Nugaal,Garowe,2020 Q4,407
Nugaal,Garowe,2020 Q4,282
Nugaal,Garowe,2020 Q4,413
Nugaal,Garowe,2019 Q1,183
Nugaal,Garowe,2019 Q1,156
Nugaal,Garowe,2019 Q1,158
Nugaal,Garowe,2019 Q2,132
Nugaal,Garowe,2019 Q2,143
Nugaal,Garowe,2019 Q2,200
Nugaal,Garowe,2019 Q3,259
Nugaal,Garowe,2019 Q3,127
Nugaal,Garowe,2019 Q3,221
Nugaal,Garowe,2019 Q4,162
Nugaal,Garowe,2019 Q4,184
Nugaal,Garowe,2019 Q4,177
Sanaag,Ceel_Afweyn,2024 Q1,114
Sanaag,Ceel_Afweyn,2024 Q1,119
Sanaag,Ceel_Afweyn,2024 Q1,103
Sanaag,Ceel_Afweyn,2024 Q2,70
Sanaag,Ceel_Afweyn,2024 Q2,91
Sanaag,Ceel_Afweyn,2024 Q2,98
Sanaag,Ceel_Afweyn,2024 Q3,76
Sanaag,Ceel_Afweyn,2024 Q3,124
Sanaag,Ceel_Afweyn,2024 Q3,56
Sanaag,Ceel_Afweyn,2024 Q4,74
Sanaag,Ceel_Afweyn,2024 Q4,31
Sanaag,Ceel_Afweyn,2024 Q4,31
Sanaag,Ceel_Afweyn,2023 Q1,218
Sanaag,Ceel_Afweyn,2023 Q1,110
Sanaag,Ceel_Afweyn,2023 Q1,128
Sanaag,Ceel_Afweyn,2023 Q2,179
Sanaag,Ceel_Afweyn,2023 Q2,181
Sanaag,Ceel_Afweyn,2023 Q2,153
Sanaag,Ceel_Afweyn,2023 Q3,156
Sanaag,Ceel_Afweyn,2023 Q3,116
Sanaag,Ceel_Afweyn,2023 Q3,87
Sanaag,Ceel_Afweyn,2023 Q4,109
Sanaag,Ceel_Afweyn,2023 Q4,143
Sanaag,Ceel_Afweyn,2023 Q4,116
Sanaag,Ceel_Afweyn,2022 Q1,37
Sanaag,Ceel_Afweyn,2022 Q1,54
Sanaag,Ceel_Afweyn,2022 Q1,53
Sanaag,Ceel_Afweyn,2022 Q2,58
Sanaag,Ceel_Afweyn,2022 Q2,66
Sanaag,Ceel_Afweyn,2022 Q2,82
Sanaag,Ceel_Afweyn,2022 Q3,46
Sanaag,Ceel_Afweyn,2022 Q3,58
Sanaag,Ceel_Afweyn,2022 Q3,72
Sanaag,Ceel_Afweyn,2022 Q4,102
Sanaag,Ceel_Afweyn,2022 Q4,70
Sanaag,Ceel_Afweyn,2022 Q4,164
Sanaag,Ceel_Afweyn,2021 Q1,36
Sanaag,Ceel_Afweyn,2021 Q1,41
Sanaag,Ceel_Afweyn,2021 Q1,67
Sanaag,Ceel_Afweyn,2021 Q2,46
Sanaag,Ceel_Afweyn,2021 Q2,56
Sanaag,Ceel_Afweyn,2021 Q2,73
Sanaag,Ceel_Afweyn,2021 Q3,85
Sanaag,Ceel_Afweyn,2021 Q3,57
Sanaag,Ceel_Afweyn,2021 Q3,74
Sanaag,Ceel_Afweyn,2021 Q4,53
Sanaag,Ceel_Afweyn,2021 Q4,34
Sanaag,Ceel_Afweyn,2021 Q4,50
Sanaag,Ceel_Afweyn,2020 Q1,22
Sanaag,Ceel_Afweyn,2020 Q1,20
Sanaag,Ceel_Afweyn,2020 Q1,15
Sanaag,Ceel_Afweyn,2020 Q2,17
Sanaag,Ceel_Afweyn,2020 Q2,26
Sanaag,Ceel_Afweyn,2020 Q2,24
Sanaag,Ceel_Afweyn,2020 Q3,25
Sanaag,Ceel_Afweyn,2020 Q3,21
Sanaag,Ceel_Afweyn,2020 Q3,27
Sanaag,Ceel_Afweyn,2020 Q4,18
Sanaag,Ceel_Afweyn,2020 Q4,123
Sanaag,Ceel_Afweyn,2020 Q4,18
Sanaag,Ceel_Afweyn,2019 Q1,43
Sanaag,Ceel_Afweyn,2019 Q1,20
Sanaag,Ceel_Afweyn,2019 Q1,14
Sanaag,Ceel_Afweyn,2019 Q2,23
Sanaag,Ceel_Afweyn,2019 Q2,2
Sanaag,Ceel_Afweyn,2019 Q2,11
Sanaag,Ceel_Afweyn,2019 Q3,6
Sanaag,Ceel_Afweyn,2019 Q3,14
Sanaag,Ceel_Afweyn,2019 Q3,11
Sanaag,Ceel_Afweyn,2019 Q4,256
Sanaag,Ceel_Afweyn,2019 Q4,132
Sanaag,Ceel_Afweyn,2019 Q4,116
Sanaag,Ceerigaabo,2024 Q1,241
Sanaag,Ceerigaabo,2024 Q1,250
Sanaag,Ceerigaabo,2024 Q1,238
Sanaag,Ceerigaabo,2024 Q2,173
Sanaag,Ceerigaabo,2024 Q2,241
Sanaag,Ceerigaabo,2024 Q2,206
Sanaag,Ceerigaabo,2024 Q3,163
Sanaag,Ceerigaabo,2024 Q3,144
Sanaag,Ceerigaabo,2024 Q3,172
Sanaag,Ceerigaabo,2024 Q4,134
Sanaag,Ceerigaabo,2024 Q4,73
Sanaag,Ceerigaabo,2024 Q4,73
Sanaag,Ceerigaabo,2023 Q1,419
Sanaag,Ceerigaabo,2023 Q1,259
Sanaag,Ceerigaabo,2023 Q1,298
Sanaag,Ceerigaabo,2023 Q2,233
Sanaag,Ceerigaabo,2023 Q2,248
Sanaag,Ceerigaabo,2023 Q2,291
Sanaag,Ceerigaabo,2023 Q3,254
Sanaag,Ceerigaabo,2023 Q3,164
Sanaag,Ceerigaabo,2023 Q3,132
Sanaag,Ceerigaabo,2023 Q4,197
Sanaag,Ceerigaabo,2023 Q4,230
Sanaag,Ceerigaabo,2023 Q4,223
Sanaag,Ceerigaabo,2022 Q1,210
Sanaag,Ceerigaabo,2022 Q1,164
Sanaag,Ceerigaabo,2022 Q1,197
Sanaag,Ceerigaabo,2022 Q2,197
Sanaag,Ceerigaabo,2022 Q2,227
Sanaag,Ceerigaabo,2022 Q2,287
Sanaag,Ceerigaabo,2022 Q3,239
Sanaag,Ceerigaabo,2022 Q3,217
Sanaag,Ceerigaabo,2022 Q3,244
Sanaag,Ceerigaabo,2022 Q4,234
Sanaag,Ceerigaabo,2022 Q4,251
Sanaag,Ceerigaabo,2022 Q4,358
Sanaag,Ceerigaabo,2021 Q1,151
Sanaag,Ceerigaabo,2021 Q1,140
Sanaag,Ceerigaabo,2021 Q1,86
Sanaag,Ceerigaabo,2021 Q2,77
Sanaag,Ceerigaabo,2021 Q2,154
Sanaag,Ceerigaabo,2021 Q2,93
Sanaag,Ceerigaabo,2021 Q3,87
Sanaag,Ceerigaabo,2021 Q3,144
Sanaag,Ceerigaabo,2021 Q3,121
Sanaag,Ceerigaabo,2021 Q4,157
Sanaag,Ceerigaabo,2021 Q4,175
Sanaag,Ceerigaabo,2021 Q4,118
Sanaag,Ceerigaabo,2020 Q1,178
Sanaag,Ceerigaabo,2020 Q1,86
Sanaag,Ceerigaabo,2020 Q1,141
Sanaag,Ceerigaabo,2020 Q2,149
Sanaag,Ceerigaabo,2020 Q2,154
Sanaag,Ceerigaabo,2020 Q2,94
Sanaag,Ceerigaabo,2020 Q3,131
Sanaag,Ceerigaabo,2020 Q3,151
Sanaag,Ceerigaabo,2020 Q3,113
Sanaag,Ceerigaabo,2020 Q4,134
Sanaag,Ceerigaabo,2020 Q4,141
Sanaag,Ceerigaabo,2020 Q4,133
Sanaag,Ceerigaabo,2019 Q1,64
Sanaag,Ceerigaabo,2019 Q1,12
Sanaag,Ceerigaabo,2019 Q1,50
Sanaag,Ceerigaabo,2019 Q2,64
Sanaag,Ceerigaabo,2019 Q2,68
Sanaag,Ceerigaabo,2019 Q2,70
Sanaag,Ceerigaabo,2019 Q3,107
Sanaag,Ceerigaabo,2019 Q3,518
Sanaag,Ceerigaabo,2019 Q3,255
Sanaag,Ceerigaabo,2019 Q4,169
Sanaag,Ceerigaabo,2019 Q4,113
Sanaag,Ceerigaabo,2019 Q4,204
Sanaag,Lasqoray,2024 Q1,151
Sanaag,Lasqoray,2024 Q1,121
Sanaag,Lasqoray,2024 Q1,137
Sanaag,Lasqoray,2024 Q2,132
Sanaag,Lasqoray,2024 Q2,130
Sanaag,Lasqoray,2024 Q2,129
Sanaag,Lasqoray,2024 Q3,103
Sanaag,Lasqoray,2024 Q3,11
Sanaag,Lasqoray,2024 Q3,308
Sanaag,Lasqoray,2024 Q4,120
Sanaag,Lasqoray,2024 Q4,117
Sanaag,Lasqoray,2024 Q4,117
Sanaag,Lasqoray,2023 Q1,216
Sanaag,Lasqoray,2023 Q1,189
Sanaag,Lasqoray,2023 Q1,145
Sanaag,Lasqoray,2023 Q2,40
Sanaag,Lasqoray,2023 Q2,116
Sanaag,Lasqoray,2023 Q2,123
Sanaag,Lasqoray,2023 Q3,81
Sanaag,Lasqoray,2023 Q3,188
Sanaag,Lasqoray,2023 Q3,150
Sanaag,Lasqoray,2023 Q4,179
Sanaag,Lasqoray,2023 Q4,43
Sanaag,Lasqoray,2023 Q4,153
Sanaag,Lasqoray,2022 Q1,146
Sanaag,Lasqoray,2022 Q1,161
Sanaag,Lasqoray,2022 Q1,132
Sanaag,Lasqoray,2022 Q2,136
Sanaag,Lasqoray,2022 Q2,185
Sanaag,Lasqoray,2022 Q2,186
Sanaag,Lasqoray,2022 Q3,165
Sanaag,Lasqoray,2022 Q3,249
Sanaag,Lasqoray,2022 Q3,212
Sanaag,Lasqoray,2022 Q4,196
Sanaag,Lasqoray,2022 Q4,250
Sanaag,Lasqoray,2022 Q4,251
Sanaag,Lasqoray,2021 Q1,136
Sanaag,Lasqoray,2021 Q1,136
Sanaag,Lasqoray,2021 Q1,159
Sanaag,Lasqoray,2021 Q2,258
Sanaag,Lasqoray,2021 Q2,166
Sanaag,Lasqoray,2021 Q2,178
Sanaag,Lasqoray,2021 Q3,117
Sanaag,Lasqoray,2021 Q3,135
Sanaag,Lasqoray,2021 Q3,185
Sanaag,Lasqoray,2021 Q4,63
Sanaag,Lasqoray,2021 Q4,135
Sanaag,Lasqoray,2021 Q4,135
Sanaag,Lasqoray,2020 Q1,63
Sanaag,Lasqoray,2020 Q1,80
Sanaag,Lasqoray,2020 Q1,111
Sanaag,Lasqoray,2020 Q2,135
Sanaag,Lasqoray,2020 Q2,161
Sanaag,Lasqoray,2020 Q2,173
Sanaag,Lasqoray,2020 Q3,241
Sanaag,Lasqoray,2020 Q3,180
Sanaag,Lasqoray,2020 Q3,176
Sanaag,Lasqoray,2020 Q4,137
Sanaag,Lasqoray,2020 Q4,161
Sanaag,Lasqoray,2020 Q4,194
Sanaag,Lasqoray,2019 Q1,89
Sanaag,Lasqoray,2019 Q1,92
Sanaag,Lasqoray,2019 Q1,72
Sanaag,Lasqoray,2019 Q2,103
Sanaag,Lasqoray,2019 Q2,82
Sanaag,Lasqoray,2019 Q2,156
Sanaag,Lasqoray,2019 Q3,100
Sanaag,Lasqoray,2019 Q3,37
Sanaag,Lasqoray,2019 Q3,17
Sanaag,Lasqoray,2019 Q4,142
Sanaag,Lasqoray,2019 Q4,174
Sanaag,Lasqoray,2019 Q4,167
Sool,Caynabo,2024 Q1,42
Sool,Caynabo,2024 Q1,27
Sool,Caynabo,2024 Q1,43
Sool,Caynabo,2024 Q2,56
Sool,Caynabo,2024 Q2,85
Sool,Caynabo,2024 Q2,80
Sool,Caynabo,2024 Q3,104
Sool,Caynabo,2024 Q3,37
Sool,Caynabo,2024 Q3,122
Sool,Caynabo,2024 Q4,84
Sool,Caynabo,2024 Q4,54
Sool,Caynabo,2024 Q4,54
Sool,Caynabo,2023 Q1,115
Sool,Caynabo,2023 Q1,101
Sool,Caynabo,2023 Q1,85
Sool,Caynabo,2023 Q2,60
Sool,Caynabo,2023 Q2,98
Sool,Caynabo,2023 Q2,142
Sool,Caynabo,2023 Q3,83
Sool,Caynabo,2023 Q3,217
Sool,Caynabo,2023 Q3,51
Sool,Caynabo,2023 Q4,69
Sool,Caynabo,2023 Q4,76
Sool,Caynabo,2023 Q4,108
Sool,Caynabo,2022 Q1,87
Sool,Caynabo,2022 Q1,93
Sool,Caynabo,2022 Q1,136
Sool,Caynabo,2022 Q2,124
Sool,Caynabo,2022 Q2,151
Sool,Caynabo,2022 Q2,158
Sool,Caynabo,2022 Q3,166
Sool,Caynabo,2022 Q3,166
Sool,Caynabo,2022 Q3,134
Sool,Caynabo,2022 Q4,154
Sool,Caynabo,2022 Q4,257
Sool,Caynabo,2022 Q4,214
Sool,Caynabo,2021 Q1,65
Sool,Caynabo,2021 Q1,94
Sool,Caynabo,2021 Q1,99
Sool,Caynabo,2021 Q2,132
Sool,Caynabo,2021 Q2,110
Sool,Caynabo,2021 Q2,185
Sool,Caynabo,2021 Q3,124
Sool,Caynabo,2021 Q3,131
Sool,Caynabo,2021 Q3,117
