region,district,Quarterly,admissions
Middle Juba,Jilib,2023 Q3,0
Middle Juba,Jilib,2023 Q3,0
Middle Juba,Jilib,2023 Q4,0
Middle Juba,Jilib,2023 Q4,0
Middle Juba,Jilib,2023 Q4,0
Middle Juba,Jilib,2022 Q1,0
Middle Juba,Jilib,2022 Q1,0
Middle Juba,Jilib,2022 Q1,0
Middle Juba,Jilib,2022 Q2,0
Middle Juba,Jilib,2022 Q2,0
Middle Juba,Jilib,2022 Q2,0
Middle Juba,Jilib,2022 Q3,0
Middle Juba,Jilib,2022 Q3,0
Middle Juba,Jilib,2022 Q3,0
Middle Juba,Jilib,2022 Q4,0
Middle Juba,Jilib,2022 Q4,0
Middle Juba,Jilib,2022 Q4,0
Middle Juba,Jilib,2021 Q1,0
Middle Juba,Jilib,2021 Q1,0
Middle Juba,Jilib,2021 Q1,0
Middle Juba,Jilib,2021 Q2,0
Middle Juba,Jilib,2021 Q2,0
Middle Juba,Jilib,2021 Q2,0
Middle Juba,Jilib,2021 Q3,0
Middle Juba,Jilib,2021 Q3,0
Middle Juba,Jilib,2021 Q3,0
Middle Juba,Jilib,2021 Q4,0
Middle Juba,Jilib,2021 Q4,0
Middle Juba,Jilib,2021 Q4,0
Middle Juba,Jilib,2020 Q1,0
Middle Juba,Jilib,2020 Q1,0
Middle Juba,Jilib,2020 Q1,0
Middle Juba,Jilib,2020 Q2,0
Middle Juba,Jilib,2020 Q2,0
Middle Juba,Jilib,2020 Q2,0
Middle Juba,Jilib,2020 Q3,0
Middle Juba,Jilib,2020 Q3,0
Middle Juba,Jilib,2020 Q3,0
Middle Juba,Jilib,2020 Q4,0
Middle Juba,Jilib,2020 Q4,0
Middle Juba,Jilib,2020 Q4,0
Middle Juba,Jilib,2019 Q1,0
Middle Juba,Jilib,2019 Q1,0
Middle Juba,Jilib,2019 Q1,0
Middle Juba,Jilib,2019 Q2,0
Middle Juba,Jilib,2019 Q2,0
Middle Juba,Jilib,2019 Q2,0
Middle Juba,Jilib,2019 Q3,0
Middle Juba,Jilib,2019 Q3,0
Middle Juba,Jilib,2019 Q3,0
Middle Juba,Jilib,2019 Q4,0
Middle Juba,Jilib,2019 Q4,0
Middle Juba,Jilib,2019 Q4,0
Middle Juba,Saakow/Salagle,2024 Q1,0
Middle Juba,Saakow/Salagle,2024 Q1,0
Middle Juba,Saakow/Salagle,2024 Q1,0
Middle Juba,Saakow/Salagle,2024 Q2,0
Middle Juba,Saakow/Salagle,2024 Q2,0
Middle Juba,Saakow/Salagle,2024 Q2,0
Middle Juba,Saakow/Salagle,2024 Q3,0
Middle Juba,Saakow/Salagle,2024 Q3,0
Middle Juba,Saakow/Salagle,2024 Q3,0
Middle Juba,Saakow/Salagle,2024 Q4,0
Middle Juba,Saakow/Salagle,2024 Q4,0
Middle Juba,Saakow/Salagle,2024 Q4,0
Middle Juba,Saakow/Salagle,2023 Q1,0
Middle Juba,Saakow/Salagle,2023 Q1,0
Middle Juba,Saakow/Salagle,2023 Q1,0
Middle Juba,Saakow/Salagle,2023 Q2,0
Middle Juba,Saakow/Salagle,2023 Q2,0
Middle Juba,Saakow/Salagle,2023 Q2,0
Middle Juba,Saakow/Salagle,2023 Q3,0
Middle Juba,Saakow/Salagle,2023 Q3,0
Middle Juba,Saakow/Salagle,2023 Q3,0
Middle Juba,Saakow/Salagle,2023 Q4,0
Middle Juba,Saakow/Salagle,2023 Q4,0
Middle Juba,Saakow/Salagle,2023 Q4,0
Middle Juba,Saakow/Salagle,2022 Q1,0
Middle Juba,Saakow/Salagle,2022 Q1,0
Middle Juba,Saakow/Salagle,2022 Q1,0
Middle Juba,Saakow/Salagle,2022 Q2,0
Middle Juba,Saakow/Salagle,2022 Q2,0
Middle Juba,Saakow/Salagle,2022 Q2,0
Middle Juba,Saakow/Salagle,2022 Q3,0
Middle Juba,Saakow/Salagle,2022 Q3,0
Middle Juba,Saakow/Salagle,2022 Q3,0
Middle Juba,Saakow/Salagle,2022 Q4,0
Middle Juba,Saakow/Salagle,2022 Q4,0
Middle Juba,Saakow/Salagle,2022 Q4,0
Middle Juba,Saakow/Salagle,2021 Q1,0
Middle Juba,Saakow/Salagle,2021 Q1,0
Middle Juba,Saakow/Salagle,2021 Q1,0
Middle Juba,Saakow/Salagle,2021 Q2,0
Middle Juba,Saakow/Salagle,2021 Q2,0
Middle Juba,Saakow/Salagle,2021 Q2,0
Middle Juba,Saakow/Salagle,2021 Q3,0
Middle Juba,Saakow/Salagle,2021 Q3,0
Middle Juba,Saakow/Salagle,2021 Q3,0
Middle Juba,Saakow/Salagle,2021 Q4,0
Middle Juba,Saakow/Salagle,2021 Q4,0
Middle Juba,Saakow/Salagle,2021 Q4,0
Middle Juba,Saakow/Salagle,2020 Q1,0
Middle Juba,Saakow/Salagle,2020 Q1,0
Middle Juba,Saakow/Salagle,2020 Q1,0
Middle Juba,Saakow/Salagle,2020 Q2,0
Middle Juba,Saakow/Salagle,2020 Q2,0
Middle Juba,Saakow/Salagle,2020 Q2,0
Middle Juba,Saakow/Salagle,2020 Q3,0
Middle Juba,Saakow/Salagle,2020 Q3,0
Middle Juba,Saakow/Salagle,2020 Q3,0
Middle Juba,Saakow/Salagle,2020 Q4,0
Middle Juba,Saakow/Salagle,2020 Q4,0
Middle Juba,Saakow/Salagle,2020 Q4,0
Middle Juba,Saakow/Salagle,2019 Q1,0
Middle Juba,Saakow/Salagle,2019 Q1,0
Middle Juba,Saakow/Salagle,2019 Q1,0
Middle Juba,Saakow/Salagle,2019 Q2,0
Middle Juba,Saakow/Salagle,2019 Q2,0
Middle Juba,Saakow/Salagle,2019 Q2,0
Middle Juba,Saakow/Salagle,2019 Q3,0
Middle Juba,Saakow/Salagle,2019 Q3,0
Middle Juba,Saakow/Salagle,2019 Q3,0
Middle Juba,Saakow/Salagle,2019 Q4,0
Middle Juba,Saakow/Salagle,2019 Q4,0
Middle Juba,Saakow/Salagle,2019 Q4,0
Middle Shabelle,Adan Yabaal,2024 Q1,0
Middle Shabelle,Adan Yabaal,2024 Q1,0
Middle Shabelle,Adan Yabaal,2024 Q1,0
Middle Shabelle,Adan Yabaal,2024 Q2,124
Middle Shabelle,Adan Yabaal,2024 Q2,258
Middle Shabelle,Adan Yabaal,2024 Q2,614
Middle Shabelle,Adan Yabaal,2024 Q3,334
Middle Shabelle,Adan Yabaal,2024 Q3,311
Middle Shabelle,Adan Yabaal,2024 Q3,115
Middle Shabelle,Adan Yabaal,2024 Q4,153
Middle Shabelle,Adan Yabaal,2024 Q4,124
Middle Shabelle,Adan Yabaal,2024 Q4,124
Middle Shabelle,Adan Yabaal,2023 Q1,0
Middle Shabelle,Adan Yabaal,2023 Q1,46
Middle Shabelle,Adan Yabaal,2023 Q1,384
Middle Shabelle,Adan Yabaal,2023 Q2,70
Middle Shabelle,Adan Yabaal,2023 Q2,104
Middle Shabelle,Adan Yabaal,2023 Q2,68
Middle Shabelle,Adan Yabaal,2023 Q3,112
Middle Shabelle,Adan Yabaal,2023 Q3,49
Middle Shabelle,Adan Yabaal,2023 Q3,14
Middle Shabelle,Adan Yabaal,2023 Q4,21
Middle Shabelle,Adan Yabaal,2023 Q4,15
Middle Shabelle,Adan Yabaal,2023 Q4,24
Middle Shabelle,Adan Yabaal,2022 Q1,0
Middle Shabelle,Adan Yabaal,2022 Q1,0
Middle Shabelle,Adan Yabaal,2022 Q1,0
Middle Shabelle,Adan Yabaal,2022 Q2,0
Middle Shabelle,Adan Yabaal,2022 Q2,0
Middle Shabelle,Adan Yabaal,2022 Q2,0
Middle Shabelle,Adan Yabaal,2022 Q3,0
Middle Shabelle,Adan Yabaal,2022 Q3,0
Middle Shabelle,Adan Yabaal,2022 Q3,0
Middle Shabelle,Adan Yabaal,2022 Q4,0
Middle Shabelle,Adan Yabaal,2022 Q4,0
Middle Shabelle,Adan Yabaal,2022 Q4,0
Middle Shabelle,Adan Yabaal,2021 Q1,0
Middle Shabelle,Adan Yabaal,2021 Q1,0
Middle Shabelle,Adan Yabaal,2021 Q1,0
Middle Shabelle,Adan Yabaal,2021 Q2,0
Middle Shabelle,Adan Yabaal,2021 Q2,0
Middle Shabelle,Adan Yabaal,2021 Q2,0
Middle Shabelle,Adan Yabaal,2021 Q3,0
Middle Shabelle,Adan Yabaal,2021 Q3,0
Middle Shabelle,Adan Yabaal,2021 Q3,0
Middle Shabelle,Adan Yabaal,2021 Q4,0
Middle Shabelle,Adan Yabaal,2021 Q4,0
Middle Shabelle,Adan Yabaal,2021 Q4,0
Middle Shabelle,Adan Yabaal,2020 Q1,0
Middle Shabelle,Adan Yabaal,2020 Q1,0
Middle Shabelle,Adan Yabaal,2020 Q1,0
Middle Shabelle,Adan Yabaal,2020 Q2,0
Middle Shabelle,Adan Yabaal,2020 Q2,0
Middle Shabelle,Adan Yabaal,2020 Q2,0
Middle Shabelle,Adan Yabaal,2020 Q3,0
Middle Shabelle,Adan Yabaal,2020 Q3,0
Middle Shabelle,Adan Yabaal,2020 Q3,0
Middle Shabelle,Adan Yabaal,2020 Q4,0
Middle Shabelle,Adan Yabaal,2020 Q4,0
Middle Shabelle,Adan Yabaal,2020 Q4,0
Middle Shabelle,Adan Yabaal,2019 Q1,0
Middle Shabelle,Adan Yabaal,2019 Q1,0
Middle Shabelle,Adan Yabaal,2019 Q1,0
Middle Shabelle,Adan Yabaal,2019 Q2,0
Middle Shabelle,Adan Yabaal,2019 Q2,0
Middle Shabelle,Adan Yabaal,2019 Q2,0
Middle Shabelle,Adan Yabaal,2019 Q3,0
Middle Shabelle,Adan Yabaal,2019 Q3,0
Middle Shabelle,Adan Yabaal,2019 Q3,0
Middle Shabelle,Adan Yabaal,2019 Q4,0
Middle Shabelle,Adan Yabaal,2019 Q4,0
Middle Shabelle,Adan Yabaal,2019 Q4,0
Middle Shabelle,Balcad,2024 Q1,416
Middle Shabelle,Balcad,2024 Q1,229
Middle Shabelle,Balcad,2024 Q1,468
Middle Shabelle,Balcad,2024 Q2,627
Middle Shabelle,Balcad,2024 Q2,859
Middle Shabelle,Balcad,2024 Q2,815
Middle Shabelle,Balcad,2024 Q3,537
Middle Shabelle,Balcad,2024 Q3,496
Middle Shabelle,Balcad,2024 Q3,467
Middle Shabelle,Balcad,2024 Q4,607
Middle Shabelle,Balcad,2024 Q4,572
Middle Shabelle,Balcad,2024 Q4,572
Middle Shabelle,Balcad,2023 Q1,438
Middle Shabelle,Balcad,2023 Q1,476
Middle Shabelle,Balcad,2023 Q1,612
Middle Shabelle,Balcad,2023 Q2,423
Middle Shabelle,Balcad,2023 Q2,325
Middle Shabelle,Balcad,2023 Q2,461
Middle Shabelle,Balcad,2023 Q3,742
Middle Shabelle,Balcad,2023 Q3,691
Middle Shabelle,Balcad,2023 Q3,539
Middle Shabelle,Balcad,2023 Q4,407
Middle Shabelle,Balcad,2023 Q4,708
Middle Shabelle,Balcad,2023 Q4,741
Middle Shabelle,Balcad,2022 Q1,476
Middle Shabelle,Balcad,2022 Q1,123
Middle Shabelle,Balcad,2022 Q1,25
Middle Shabelle,Balcad,2022 Q2,16
Middle Shabelle,Balcad,2022 Q2,38
Middle Shabelle,Balcad,2022 Q2,48
Middle Shabelle,Balcad,2022 Q3,30
Middle Shabelle,Balcad,2022 Q3,77
Middle Shabelle,Balcad,2022 Q3,256
Middle Shabelle,Balcad,2022 Q4,249
Middle Shabelle,Balcad,2022 Q4,352
Middle Shabelle,Balcad,2022 Q4,638
Middle Shabelle,Balcad,2021 Q1,149
Middle Shabelle,Balcad,2021 Q1,127
Middle Shabelle,Balcad,2021 Q1,94
Middle Shabelle,Balcad,2021 Q2,77
Middle Shabelle,Balcad,2021 Q2,89
Middle Shabelle,Balcad,2021 Q2,58
Middle Shabelle,Balcad,2021 Q3,34
Middle Shabelle,Balcad,2021 Q3,25
Middle Shabelle,Balcad,2021 Q3,225
Middle Shabelle,Balcad,2021 Q4,246
Middle Shabelle,Balcad,2021 Q4,252
Middle Shabelle,Balcad,2021 Q4,244
Middle Shabelle,Balcad,2020 Q1,377
Middle Shabelle,Balcad,2020 Q1,543
Middle Shabelle,Balcad,2020 Q1,201
Middle Shabelle,Balcad,2020 Q2,281
Middle Shabelle,Balcad,2020 Q2,230
Middle Shabelle,Balcad,2020 Q2,188
Middle Shabelle,Balcad,2020 Q3,259
Middle Shabelle,Balcad,2020 Q3,327
Middle Shabelle,Balcad,2020 Q3,427
Middle Shabelle,Balcad,2020 Q4,88
Middle Shabelle,Balcad,2020 Q4,93
Middle Shabelle,Balcad,2020 Q4,148
Middle Shabelle,Balcad,2019 Q1,29
Middle Shabelle,Balcad,2019 Q1,690
Middle Shabelle,Balcad,2019 Q1,470
Middle Shabelle,Balcad,2019 Q2,930
Middle Shabelle,Balcad,2019 Q2,658
Middle Shabelle,Balcad,2019 Q2,174
Middle Shabelle,Balcad,2019 Q3,229
Middle Shabelle,Balcad,2019 Q3,383
Middle Shabelle,Balcad,2019 Q3,315
Middle Shabelle,Balcad,2019 Q4,497
Middle Shabelle,Balcad,2019 Q4,840
Middle Shabelle,Balcad,2019 Q4,864
Middle Shabelle,Cadale,2024 Q1,224
Middle Shabelle,Cadale,2024 Q1,202
Middle Shabelle,Cadale,2024 Q1,330
Middle Shabelle,Cadale,2024 Q2,341
Middle Shabelle,Cadale,2024 Q2,380
Middle Shabelle,Cadale,2024 Q2,308
Middle Shabelle,Cadale,2024 Q3,301
Middle Shabelle,Cadale,2024 Q3,101
Middle Shabelle,Cadale,2024 Q3,101
Middle Shabelle,Cadale,2024 Q4,126
Middle Shabelle,Cadale,2024 Q4,135
Middle Shabelle,Cadale,2024 Q4,135
Middle Shabelle,Cadale,2023 Q1,131
Middle Shabelle,Cadale,2023 Q1,122
Middle Shabelle,Cadale,2023 Q1,127
Middle Shabelle,Cadale,2023 Q2,105
Middle Shabelle,Cadale,2023 Q2,114
Middle Shabelle,Cadale,2023 Q2,104
Middle Shabelle,Cadale,2023 Q3,118
Middle Shabelle,Cadale,2023 Q3,128
Middle Shabelle,Cadale,2023 Q3,106
Middle Shabelle,Cadale,2023 Q4,44
Middle Shabelle,Cadale,2023 Q4,233
Middle Shabelle,Cadale,2023 Q4,216
Middle Shabelle,Cadale,2022 Q1,33
Middle Shabelle,Cadale,2022 Q1,27
Middle Shabelle,Cadale,2022 Q1,25
Middle Shabelle,Cadale,2022 Q2,0
Middle Shabelle,Cadale,2022 Q2,29
Middle Shabelle,Cadale,2022 Q2,38
Middle Shabelle,Cadale,2022 Q3,12
Middle Shabelle,Cadale,2022 Q3,44
Middle Shabelle,Cadale,2022 Q3,0
Middle Shabelle,Cadale,2022 Q4,29
Middle Shabelle,Cadale,2022 Q4,124
Middle Shabelle,Cadale,2022 Q4,208
Middle Shabelle,Cadale,2021 Q1,19
Middle Shabelle,Cadale,2021 Q1,11
Middle Shabelle,Cadale,2021 Q1,21
Middle Shabelle,Cadale,2021 Q2,13
Middle Shabelle,Cadale,2021 Q2,14
Middle Shabelle,Cadale,2021 Q2,15
Middle Shabelle,Cadale,2021 Q3,16
Middle Shabelle,Cadale,2021 Q3,13
Middle Shabelle,Cadale,2021 Q3,15
Middle Shabelle,Cadale,2021 Q4,20
Middle Shabelle,Cadale,2021 Q4,17
Middle Shabelle,Cadale,2021 Q4,17
Middle Shabelle,Cadale,2020 Q1,138
Middle Shabelle,Cadale,2020 Q1,336
Middle Shabelle,Cadale,2020 Q1,126
Middle Shabelle,Cadale,2020 Q2,69
Middle Shabelle,Cadale,2020 Q2,137
Middle Shabelle,Cadale,2020 Q2,367
Middle Shabelle,Cadale,2020 Q3,319
Middle Shabelle,Cadale,2020 Q3,180
Middle Shabelle,Cadale,2020 Q3,168
Middle Shabelle,Cadale,2020 Q4,24
Middle Shabelle,Cadale,2020 Q4,16
Middle Shabelle,Cadale,2020 Q4,0
Middle Shabelle,Cadale,2019 Q1,0
Middle Shabelle,Cadale,2019 Q1,18
Middle Shabelle,Cadale,2019 Q1,10
Middle Shabelle,Cadale,2019 Q2,0
Middle Shabelle,Cadale,2019 Q2,0
Middle Shabelle,Cadale,2019 Q2,0
Middle Shabelle,Cadale,2019 Q3,0
Middle Shabelle,Cadale,2019 Q3,0
Middle Shabelle,Cadale,2019 Q3,0
Middle Shabelle,Cadale,2019 Q4,0
Middle Shabelle,Cadale,2019 Q4,0
Middle Shabelle,Cadale,2019 Q4,58
Middle Shabelle,Jowhar,2024 Q1,1872
Middle Shabelle,Jowhar,2024 Q1,1682
Middle Shabelle,Jowhar,2024 Q1,2348
Middle Shabelle,Jowhar,2024 Q2,1574
Middle Shabelle,Jowhar,2024 Q2,1855
Middle Shabelle,Jowhar,2024 Q2,1093
Middle Shabelle,Jowhar,2024 Q3,1937
Middle Shabelle,Jowhar,2024 Q3,1788
Middle Shabelle,Jowhar,2024 Q3,1780
Middle Shabelle,Jowhar,2024 Q4,1315
Middle Shabelle,Jowhar,2024 Q4,1274
Middle Shabelle,Jowhar,2024 Q4,1274
Middle Shabelle,Jowhar,2023 Q1,1326
Middle Shabelle,Jowhar,2023 Q1,1614
Middle Shabelle,Jowhar,2023 Q1,1553
Middle Shabelle,Jowhar,2023 Q2,1368
Middle Shabelle,Jowhar,2023 Q2,1797
Middle Shabelle,Jowhar,2023 Q2,1593
Middle Shabelle,Jowhar,2023 Q3,2199
Middle Shabelle,Jowhar,2023 Q3,1985
Middle Shabelle,Jowhar,2023 Q3,2103
Middle Shabelle,Jowhar,2023 Q4,2347
Middle Shabelle,Jowhar,2023 Q4,1526
Middle Shabelle,Jowhar,2023 Q4,1890
Middle Shabelle,Jowhar,2022 Q1,817
Middle Shabelle,Jowhar,2022 Q1,753
Middle Shabelle,Jowhar,2022 Q1,908
Middle Shabelle,Jowhar,2022 Q2,710
Middle Shabelle,Jowhar,2022 Q2,954
Middle Shabelle,Jowhar,2022 Q2,823
Middle Shabelle,Jowhar,2022 Q3,611
Middle Shabelle,Jowhar,2022 Q3,1055
Middle Shabelle,Jowhar,2022 Q3,896
Middle Shabelle,Jowhar,2022 Q4,940
Middle Shabelle,Jowhar,2022 Q4,418
Middle Shabelle,Jowhar,2022 Q4,1044
Middle Shabelle,Jowhar,2021 Q1,430
Middle Shabelle,Jowhar,2021 Q1,922
Middle Shabelle,Jowhar,2021 Q1,460
Middle Shabelle,Jowhar,2021 Q2,670
Middle Shabelle,Jowhar,2021 Q2,1209
Middle Shabelle,Jowhar,2021 Q2,1634
Middle Shabelle,Jowhar,2021 Q3,716
Middle Shabelle,Jowhar,2021 Q3,691
Middle Shabelle,Jowhar,2021 Q3,505
Middle Shabelle,Jowhar,2021 Q4,499
Middle Shabelle,Jowhar,2021 Q4,601
Middle Shabelle,Jowhar,2021 Q4,1179
Middle Shabelle,Jowhar,2020 Q1,253
Middle Shabelle,Jowhar,2020 Q1,556
Middle Shabelle,Jowhar,2020 Q1,462
Middle Shabelle,Jowhar,2020 Q2,583
Middle Shabelle,Jowhar,2020 Q2,466
Middle Shabelle,Jowhar,2020 Q2,950
Middle Shabelle,Jowhar,2020 Q3,648
Middle Shabelle,Jowhar,2020 Q3,383
Middle Shabelle,Jowhar,2020 Q3,210
Middle Shabelle,Jowhar,2020 Q4,130
Middle Shabelle,Jowhar,2020 Q4,330
Middle Shabelle,Jowhar,2020 Q4,622
Middle Shabelle,Jowhar,2019 Q1,185
Middle Shabelle,Jowhar,2019 Q1,163
Middle Shabelle,Jowhar,2019 Q1,120
Middle Shabelle,Jowhar,2019 Q2,19
Middle Shabelle,Jowhar,2019 Q2,83
Middle Shabelle,Jowhar,2019 Q2,30
Middle Shabelle,Jowhar,2019 Q3,33
Middle Shabelle,Jowhar,2019 Q3,57
Middle Shabelle,Jowhar,2019 Q3,79
Middle Shabelle,Jowhar,2019 Q4,156
Middle Shabelle,Jowhar,2019 Q4,125
Middle Shabelle,Jowhar,2019 Q4,387
Mudug,Gaalkacyo,2024 Q1,1301
Mudug,Gaalkacyo,2024 Q1,1243
Mudug,Gaalkacyo,2024 Q1,1518
Mudug,Gaalkacyo,2024 Q2,1204
Mudug,Gaalkacyo,2024 Q2,1766
Mudug,Gaalkacyo,2024 Q2,1232
Mudug,Gaalkacyo,2024 Q3,1466
Mudug,Gaalkacyo,2024 Q3,1731
Mudug,Gaalkacyo,2024 Q3,1594
Mudug,Gaalkacyo,2024 Q4,1629
Mudug,Gaalkacyo,2024 Q4,1814
Mudug,Gaalkacyo,2024 Q4,1814
Mudug,Gaalkacyo,2023 Q1,1226
Mudug,Gaalkacyo,2023 Q1,1113
Mudug,Gaalkacyo,2023 Q1,1513
Mudug,Gaalkacyo,2023 Q2,1308
Mudug,Gaalkacyo,2023 Q2,1822
Mudug,Gaalkacyo,2023 Q2,1097
Mudug,Gaalkacyo,2023 Q3,1234
Mudug,Gaalkacyo,2023 Q3,1103
Mudug,Gaalkacyo,2023 Q3,975
Mudug,Gaalkacyo,2023 Q4,1393
Mudug,Gaalkacyo,2023 Q4,1743
Mudug,Gaalkacyo,2023 Q4,1621
Mudug,Gaalkacyo,2022 Q1,833
Mudug,Gaalkacyo,2022 Q1,1320
Mudug,Gaalkacyo,2022 Q1,1826
Mudug,Gaalkacyo,2022 Q2,1354
Mudug,Gaalkacyo,2022 Q2,1806
Mudug,Gaalkacyo,2022 Q2,1592
Mudug,Gaalkacyo,2022 Q3,1049
Mudug,Gaalkacyo,2022 Q3,1233
Mudug,Gaalkacyo,2022 Q3,1478
Mudug,Gaalkacyo,2022 Q4,803
Mudug,Gaalkacyo,2022 Q4,1337
Mudug,Gaalkacyo,2022 Q4,1390
Mudug,Gaalkacyo,2021 Q1,283
Mudug,Gaalkacyo,2021 Q1,518
Mudug,Gaalkacyo,2021 Q1,521
Mudug,Gaalkacyo,2021 Q2,366
Mudug,Gaalkacyo,2021 Q2,539
Mudug,Gaalkacyo,2021 Q2,760
Mudug,Gaalkacyo,2021 Q3,495
Mudug,Gaalkacyo,2021 Q3,252
Mudug,Gaalkacyo,2021 Q3,255
Mudug,Gaalkacyo,2021 Q4,366
Mudug,Gaalkacyo,2021 Q4,625
Mudug,Gaalkacyo,2021 Q4,533
Mudug,Gaalkacyo,2020 Q1,349
Mudug,Gaalkacyo,2020 Q1,234
Mudug,Gaalkacyo,2020 Q1,279
Mudug,Gaalkacyo,2020 Q2,306
Mudug,Gaalkacyo,2020 Q2,246
Mudug,Gaalkacyo,2020 Q2,339
Mudug,Gaalkacyo,2020 Q3,420
Mudug,Gaalkacyo,2020 Q3,267
Mudug,Gaalkacyo,2020 Q3,432
Mudug,Gaalkacyo,2020 Q4,306
Mudug,Gaalkacyo,2020 Q4,321
Mudug,Gaalkacyo,2020 Q4,328
Mudug,Gaalkacyo,2019 Q1,427
Mudug,Gaalkacyo,2019 Q1,301
Mudug,Gaalkacyo,2019 Q1,191
Mudug,Gaalkacyo,2019 Q2,229
Mudug,Gaalkacyo,2019 Q2,176
Mudug,Gaalkacyo,2019 Q2,270
Mudug,Gaalkacyo,2019 Q3,326
Mudug,Gaalkacyo,2019 Q3,167
Mudug,Gaalkacyo,2019 Q3,244
Mudug,Gaalkacyo,2019 Q4,382
Mudug,Gaalkacyo,2019 Q4,378
Mudug,Gaalkacyo,2019 Q4,517
Mudug,Galdogob,2024 Q1,82
Mudug,Galdogob,2024 Q1,123
Mudug,Galdogob,2024 Q1,86
Mudug,Galdogob,2024 Q2,99
Mudug,Galdogob,2024 Q2,101
Mudug,Galdogob,2024 Q2,106
Mudug,Galdogob,2024 Q3,125
Mudug,Galdogob,2024 Q3,121
Mudug,Galdogob,2024 Q3,116
Mudug,Galdogob,2024 Q4,109
Mudug,Galdogob,2024 Q4,96
Mudug,Galdogob,2024 Q4,96
Mudug,Galdogob,2023 Q1,121
Mudug,Galdogob,2023 Q1,117
Mudug,Galdogob,2023 Q1,118
Mudug,Galdogob,2023 Q2,67
Mudug,Galdogob,2023 Q2,122
Mudug,Galdogob,2023 Q2,98
Mudug,Galdogob,2023 Q3,88
Mudug,Galdogob,2023 Q3,102
Mudug,Galdogob,2023 Q3,63
Mudug,Galdogob,2023 Q4,84
Mudug,Galdogob,2023 Q4,116
Mudug,Galdogob,2023 Q4,164
Mudug,Galdogob,2022 Q1,191
Mudug,Galdogob,2022 Q1,220
Mudug,Galdogob,2022 Q1,217
Mudug,Galdogob,2022 Q2,130
Mudug,Galdogob,2022 Q2,124
Mudug,Galdogob,2022 Q2,121
Mudug,Galdogob,2022 Q3,152
Mudug,Galdogob,2022 Q3,157
Mudug,Galdogob,2022 Q3,153
Mudug,Galdogob,2022 Q4,101
Mudug,Galdogob,2022 Q4,212
Mudug,Galdogob,2022 Q4,108
Mudug,Galdogob,2021 Q1,103
Mudug,Galdogob,2021 Q1,62
Mudug,Galdogob,2021 Q1,103
Mudug,Galdogob,2021 Q2,81
Mudug,Galdogob,2021 Q2,118
Mudug,Galdogob,2021 Q2,99
Mudug,Galdogob,2021 Q3,87
Mudug,Galdogob,2021 Q3,109
Mudug,Galdogob,2021 Q3,173
Mudug,Galdogob,2021 Q4,135
Mudug,Galdogob,2021 Q4,124
Mudug,Galdogob,2021 Q4,176
Mudug,Galdogob,2020 Q1,82
Mudug,Galdogob,2020 Q1,50
Mudug,Galdogob,2020 Q1,78
Mudug,Galdogob,2020 Q2,22
Mudug,Galdogob,2020 Q2,84
Mudug,Galdogob,2020 Q2,55
Mudug,Galdogob,2020 Q3,74
Mudug,Galdogob,2020 Q3,60
Mudug,Galdogob,2020 Q3,83
Mudug,Galdogob,2020 Q4,78
Mudug,Galdogob,2020 Q4,80
Mudug,Galdogob,2020 Q4,55
Mudug,Galdogob,2019 Q1,81
Mudug,Galdogob,2019 Q1,43
Mudug,Galdogob,2019 Q1,103
Mudug,Galdogob,2019 Q2,78
Mudug,Galdogob,2019 Q2,82
Mudug,Galdogob,2019 Q2,113
Mudug,Galdogob,2019 Q3,125
Mudug,Galdogob,2019 Q3,92
Mudug,Galdogob,2019 Q3,76
Mudug,Galdogob,2019 Q4,92
Mudug,Galdogob,2019 Q4,114
Mudug,Galdogob,2019 Q4,134
Mudug,Hobyo,2024 Q1,173
Mudug,Hobyo,2024 Q1,83
Mudug,Hobyo,2024 Q1,118
Mudug,Hobyo,2024 Q2,80
Mudug,Hobyo,2024 Q2,70
Mudug,Hobyo,2024 Q2,56
Mudug,Hobyo,2024 Q3,81
Mudug,Hobyo,2024 Q3,75
Mudug,Hobyo,2024 Q3,79
Mudug,Hobyo,2024 Q4,67
Mudug,Hobyo,2024 Q4,137
Mudug,Hobyo,2024 Q4,137
Mudug,Hobyo,2023 Q1,428
Mudug,Hobyo,2023 Q1,287
Mudug,Hobyo,2023 Q1,501
Mudug,Hobyo,2023 Q2,255
Mudug,Hobyo,2023 Q2,271
Mudug,Hobyo,2023 Q2,335
Mudug,Hobyo,2023 Q3,727
Mudug,Hobyo,2023 Q3,198
Mudug,Hobyo,2023 Q3,90
Mudug,Hobyo,2023 Q4,91
Mudug,Hobyo,2023 Q4,53
Mudug,Hobyo,2023 Q4,78
Mudug,Hobyo,2022 Q1,377
Mudug,Hobyo,2022 Q1,396
Mudug,Hobyo,2022 Q1,257
Mudug,Hobyo,2022 Q2,298
Mudug,Hobyo,2022 Q2,520
Mudug,Hobyo,2022 Q2,648
Mudug,Hobyo,2022 Q3,437
Mudug,Hobyo,2022 Q3,907
Mudug,Hobyo,2022 Q3,510
Mudug,Hobyo,2022 Q4,599
Mudug,Hobyo,2022 Q4,560
Mudug,Hobyo,2022 Q4,205
Mudug,Hobyo,2021 Q1,128
Mudug,Hobyo,2021 Q1,185
Mudug,Hobyo,2021 Q1,188
Mudug,Hobyo,2021 Q2,511
Mudug,Hobyo,2021 Q2,258
Mudug,Hobyo,2021 Q2,323
